Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,301,Research & Development,22,Master,Other,1,1655,Low,Female,72,Involved,4,Research Director,Mid,Married,16413,3498,3,Y,No,16,Satisfied,Medium,80,2,27,2,Good,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,Doctor,Life Sciences,1,1656,Highly Satisfied,Female,50,Medium,3,Research Director,Low,Divorced,13269,21981,5,Y,No,15,Satisfied,Satisfied,80,3,19,3,Good,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,Bachelor,Medical,1,1657,Satisfied,Female,31,Involved,1,Sales Representative,Satisfied,Single,2783,13251,1,Y,No,19,Satisfied,Low,80,0,2,3,Good,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,1,1658,Highly Satisfied,Female,66,Involved,2,Research Scientist,Mid,Divorced,5433,19332,1,Y,No,12,Satisfied,Satisfied,80,1,11,2,Good,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,1,1659,Low,Male,77,Involved,1,Laboratory Technician,Mid,Single,2013,10950,2,Y,No,11,Satisfied,Satisfied,80,0,15,4,Good,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,1,1661,Satisfied,Female,41,Medium,4,Healthcare Representative,Satisfied,Married,13966,11652,2,Y,Yes,19,Satisfied,Medium,80,1,30,3,Good,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,Master,Medical,1,1662,Highly Satisfied,Female,33,Medium,2,Manufacturing Director,Satisfied,Married,4374,15411,0,Y,No,15,Satisfied,Satisfied,80,0,4,6,Good,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,1,1664,Highly Satisfied,Male,79,Highly-Involved,2,Healthcare Representative,Low,Divorced,6842,26308,6,Y,No,20,Highly-Satisfied,Low,80,1,13,3,Good,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,Doctor,Medical,1,1665,Medium,Female,91,Involved,4,Manager,Satisfied,Married,17426,18685,3,Y,No,25,Highly-Satisfied,Satisfied,80,1,36,6,Good,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,1,1666,Satisfied,Male,65,Medium,4,Research Director,Satisfied,Married,17603,3525,1,Y,No,24,Highly-Satisfied,Low,80,1,14,3,Good,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,Master,Other,1,1667,Highly Satisfied,Male,36,Involved,2,Sales Executive,Highly-Satisfied,Single,4581,10414,3,Y,Yes,24,Highly-Satisfied,Low,80,0,13,2,Very-Good,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,1,1668,Highly Satisfied,Male,90,Involved,2,Research Scientist,Highly-Satisfied,Married,4735,9867,7,Y,No,15,Satisfied,Highly-Satisfied,80,2,19,4,Very-Good,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,1,1669,Low,Male,43,Medium,2,Sales Executive,Mid,Divorced,4187,3356,1,Y,Yes,13,Satisfied,Medium,80,1,10,3,Mid,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,Master,Medical,1,1670,Highly Satisfied,Male,93,Involved,2,Sales Executive,Highly-Satisfied,Divorced,5505,3921,1,Y,No,14,Satisfied,Satisfied,80,2,6,5,Good,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,1,1671,Highly Satisfied,Male,45,Involved,2,Research Scientist,Mid,Divorced,5470,25518,0,Y,No,13,Satisfied,Satisfied,80,2,10,4,Mid,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,1,1673,Low,Female,67,Involved,2,Sales Executive,Highly-Satisfied,Married,5476,22589,1,Y,No,11,Satisfied,Low,80,2,10,2,Good,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,1,1674,Highly Satisfied,Female,74,Involved,1,Laboratory Technician,Low,Divorced,2587,24941,4,Y,Yes,16,Satisfied,Medium,80,1,17,2,Mid,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,1,1675,Highly Satisfied,Female,42,Medium,1,Laboratory Technician,Mid,Single,2440,23826,1,Y,No,22,Highly-Satisfied,Medium,80,0,4,3,Good,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,Master,Life Sciences,1,1676,Medium,Female,47,Highly-Involved,4,Manager,Mid,Divorced,15972,21086,6,Y,No,14,Satisfied,Satisfied,80,3,29,2,Good,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,1,1677,Satisfied,Male,36,Involved,4,Manager,Satisfied,Single,15379,22384,4,Y,No,14,Satisfied,Low,80,0,23,2,Good,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,College,Life Sciences,1,1678,Highly Satisfied,Male,80,Involved,3,Sales Executive,Satisfied,Single,7082,11591,3,Y,Yes,16,Satisfied,Highly-Satisfied,80,0,21,2,Good,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,1,1680,Highly Satisfied,Male,54,Involved,1,Sales Representative,Low,Single,2728,21082,1,Y,No,11,Satisfied,Low,80,0,2,3,Good,2,2,0,2
33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,1,1681,Satisfied,Female,36,Involved,2,Sales Executive,Highly-Satisfied,Divorced,5368,16130,1,Y,Yes,25,Highly-Satisfied,Satisfied,80,1,7,2,Good,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,1,1682,Low,Male,80,Involved,2,Healthcare Representative,Satisfied,Married,5347,7419,6,Y,No,14,Satisfied,Medium,80,2,10,2,Mid,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,1,1683,Satisfied,Female,44,Involved,1,Human Resources,Highly-Satisfied,Divorced,3195,4167,4,Y,Yes,18,Satisfied,Low,80,3,8,2,Good,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,1,1684,Highly Satisfied,Male,93,Medium,1,Laboratory Technician,Satisfied,Single,3989,20586,1,Y,Yes,11,Satisfied,Low,80,0,5,2,Good,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,College,Medical,1,1687,Highly Satisfied,Female,87,Involved,1,Laboratory Technician,Satisfied,Married,3306,26176,7,Y,No,19,Satisfied,Highly-Satisfied,80,1,7,5,Mid,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,1,1689,Medium,Male,48,Highly-Involved,3,Healthcare Representative,Highly-Satisfied,Married,7005,3458,3,Y,No,15,Satisfied,Satisfied,80,0,11,2,Good,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,College,Medical,1,1691,Highly Satisfied,Female,95,Involved,1,Sales Representative,Satisfied,Married,2655,11740,2,Y,Yes,11,Satisfied,Satisfied,80,2,19,3,Good,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,1,1692,Highly Satisfied,Male,95,Involved,1,Laboratory Technician,Mid,Single,1393,24852,1,Y,No,12,Satisfied,Low,80,0,1,2,Good,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,Bachelor,Medical,1,1693,Highly Satisfied,Male,76,Involved,1,Laboratory Technician,Highly-Satisfied,Single,2570,11925,1,Y,No,20,Highly-Satisfied,Satisfied,80,0,7,5,Good,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,1,1694,Low,Male,94,Medium,1,Research Scientist,Mid,Divorced,3537,23737,5,Y,No,12,Satisfied,Highly-Satisfied,80,1,8,1,Good,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,1,1696,Medium,Male,57,Medium,2,Laboratory Technician,Highly-Satisfied,Married,3986,11912,1,Y,No,14,Satisfied,Satisfied,80,1,15,3,Very-Good,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,Master,Medical,1,1697,Satisfied,Male,92,Low,3,Healthcare Representative,Highly-Satisfied,Divorced,10883,20467,3,Y,No,20,Highly-Satisfied,Satisfied,80,1,19,2,Very-Good,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,1,1698,Medium,Male,79,Highly-Involved,1,Laboratory Technician,Mid,Married,2028,13637,1,Y,No,18,Satisfied,Highly-Satisfied,80,3,14,6,Good,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,Master,Medical,1,1700,Satisfied,Male,31,Low,2,Sales Executive,Highly-Satisfied,Divorced,9525,7677,1,Y,No,14,Satisfied,Satisfied,80,2,6,2,Mid,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,1,1701,Medium,Female,35,Medium,1,Research Scientist,Highly-Satisfied,Married,2929,20338,1,Y,No,12,Satisfied,Medium,80,0,10,3,Good,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1,1702,Satisfied,Male,99,Involved,1,Sales Representative,Highly-Satisfied,Divorced,2275,25103,1,Y,Yes,21,Highly-Satisfied,Medium,80,1,3,2,Good,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,1,1703,Satisfied,Female,96,Highly-Involved,3,Healthcare Representative,Highly-Satisfied,Married,7879,14810,1,Y,Yes,19,Satisfied,Medium,80,1,9,2,Good,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,1,1704,Low,Male,79,Medium,1,Research Scientist,Highly-Satisfied,Single,4930,13970,0,Y,Yes,14,Satisfied,Satisfied,80,0,6,2,Very-Good,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,1,1706,Highly Satisfied,Male,73,Involved,2,Sales Executive,Highly-Satisfied,Married,7847,6069,1,Y,Yes,17,Satisfied,Low,80,1,10,3,Good,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,1,1707,Satisfied,Male,62,Highly-Involved,1,Research Scientist,Satisfied,Married,4401,17616,1,Y,No,16,Satisfied,Highly-Satisfied,80,1,5,1,Good,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,1,1708,Highly Satisfied,Male,35,Involved,3,Sales Executive,Satisfied,Single,9241,15869,1,Y,No,12,Satisfied,Medium,80,0,10,3,Good,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,Master,Medical,1,1709,Highly Satisfied,Female,43,Involved,1,Laboratory Technician,Satisfied,Married,2974,25412,9,Y,No,17,Satisfied,Satisfied,80,1,9,2,Good,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,1,1710,Satisfied,Female,51,Involved,2,Sales Representative,Highly-Satisfied,Single,4502,7439,3,Y,No,15,Satisfied,Satisfied,80,0,17,2,Mid,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,1,1712,Satisfied,Male,74,Medium,3,Healthcare Representative,Satisfied,Married,10748,3395,3,Y,No,23,Highly-Satisfied,Highly-Satisfied,80,1,25,3,Mid,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,1,1714,Highly Satisfied,Male,58,Low,1,Human Resources,Satisfied,Married,1555,11585,1,Y,No,11,Satisfied,Satisfied,80,1,1,2,Good,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,1,1716,Satisfied,Male,82,Low,4,Sales Executive,Satisfied,Married,12936,24164,7,Y,No,11,Satisfied,Satisfied,80,0,25,3,Low,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,Master,Medical,1,1718,Highly Satisfied,Male,62,Low,1,Laboratory Technician,Satisfied,Married,2305,6217,1,Y,No,15,Satisfied,Satisfied,80,3,3,3,Very-Good,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,1,1719,Highly Satisfied,Female,48,Medium,4,Research Director,Mid,Single,16704,17119,1,Y,No,11,Satisfied,Satisfied,80,0,21,2,Good,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,1,1720,Low,Male,56,Involved,1,Research Scientist,Satisfied,Married,3433,17360,6,Y,No,13,Satisfied,Low,80,1,10,3,Mid,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,1,1721,Medium,Male,69,Involved,1,Laboratory Technician,Satisfied,Married,3477,18103,1,Y,No,14,Satisfied,Highly-Satisfied,80,1,6,2,Very-Good,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,1,1722,Satisfied,Male,60,Low,2,Human Resources,Mid,Married,6430,20794,6,Y,No,19,Satisfied,Medium,80,1,10,4,Good,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,College,Life Sciences,1,1724,Medium,Female,92,Involved,2,Manufacturing Director,Low,Married,6516,5041,2,Y,Yes,16,Satisfied,Medium,80,1,18,3,Good,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,Below College,Medical,1,1725,Medium,Male,91,Involved,1,Laboratory Technician,Low,Divorced,3907,3622,1,Y,No,13,Satisfied,Medium,80,3,6,2,Very-Good,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,1,1727,Satisfied,Male,34,Involved,2,Healthcare Representative,Mid,Single,5562,9697,6,Y,No,14,Satisfied,Highly-Satisfied,80,0,19,3,Good,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,1,1728,Highly Satisfied,Male,49,Involved,2,Manufacturing Director,Satisfied,Married,6883,5151,2,Y,No,16,Satisfied,Medium,80,1,17,3,Good,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,1,1729,Medium,Male,33,Involved,1,Research Scientist,Highly-Satisfied,Married,2862,3811,1,Y,No,12,Satisfied,Medium,80,1,10,2,Mid,10,0,0,8
47,No,Non-Travel,543,Sales,2,Master,Marketing,1,1731,Satisfied,Male,87,Involved,2,Sales Executive,Mid,Married,4978,3536,7,Y,No,11,Satisfied,Highly-Satisfied,80,1,4,3,Low,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,1,1732,Satisfied,Male,74,Involved,3,Sales Executive,Highly-Satisfied,Divorced,10368,5596,4,Y,Yes,12,Satisfied,Medium,80,1,13,5,Mid,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,1,1733,Medium,Male,96,Medium,2,Sales Executive,Low,Divorced,6134,8658,5,Y,Yes,13,Satisfied,Medium,80,3,16,3,Good,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,1,1734,Low,Male,34,Low,2,Sales Executive,Mid,Single,6735,12147,6,Y,No,15,Satisfied,Medium,80,0,10,2,Good,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,1,1735,Satisfied,Female,51,Involved,1,Laboratory Technician,Mid,Single,3295,12862,1,Y,No,13,Satisfied,Satisfied,80,0,3,3,Low,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,1,1736,Highly Satisfied,Female,30,Involved,2,Manufacturing Director,Highly-Satisfied,Single,5238,6670,2,Y,No,20,Highly-Satisfied,Highly-Satisfied,80,0,9,3,Mid,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,1,1737,Highly Satisfied,Male,77,Involved,2,Laboratory Technician,Highly-Satisfied,Married,6472,8989,1,Y,Yes,15,Satisfied,Highly-Satisfied,80,1,9,2,Good,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,1,1739,Highly Satisfied,Male,80,Low,3,Sales Executive,Satisfied,Married,9610,3840,3,Y,No,13,Satisfied,Satisfied,80,1,10,2,Low,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,Master,Medical,1,1740,Medium,Male,88,Involved,5,Manager,Mid,Single,19833,4349,1,Y,No,14,Satisfied,Medium,80,0,21,3,Mid,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1,1744,Satisfied,Female,56,Low,3,Human Resources,Satisfied,Married,9756,6595,4,Y,No,21,Highly-Satisfied,Satisfied,80,2,9,2,Very-Good,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,1,1745,Highly Satisfied,Female,78,Medium,1,Research Scientist,Low,Single,4968,26427,0,Y,No,16,Satisfied,Highly-Satisfied,80,0,10,2,Good,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,1,1746,Low,Male,59,Involved,1,Human Resources,Highly-Satisfied,Married,2145,2097,0,Y,No,14,Satisfied,Highly-Satisfied,80,1,3,2,Good,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,1,1747,Satisfied,Female,66,Medium,1,Human Resources,Highly-Satisfied,Divorced,2180,9732,6,Y,No,11,Satisfied,Satisfied,80,1,6,0,Mid,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,1,1749,Low,Male,51,Involved,2,Sales Executive,Satisfied,Married,8346,20943,1,Y,No,19,Satisfied,Satisfied,80,1,6,3,Good,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,1,1751,Satisfied,Female,67,Involved,1,Research Scientist,Highly-Satisfied,Single,3445,6152,1,Y,No,11,Satisfied,Satisfied,80,0,6,5,Mid,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,1,1752,Medium,Female,52,Low,1,Sales Representative,Mid,Single,2760,14630,1,Y,No,13,Satisfied,Satisfied,80,0,2,3,Good,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,1,1753,Highly Satisfied,Male,70,Highly-Involved,2,Healthcare Representative,Satisfied,Single,6294,23060,8,Y,Yes,12,Satisfied,Highly-Satisfied,80,0,10,5,Very-Good,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,College,Marketing,1,1754,Satisfied,Male,94,Medium,3,Sales Executive,Low,Divorced,7140,3088,2,Y,No,11,Satisfied,Low,80,1,12,2,Good,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,Master,Medical,1,1755,Highly Satisfied,Male,97,Highly-Involved,1,Research Scientist,Highly-Satisfied,Married,2932,5586,0,Y,Yes,14,Satisfied,Low,80,3,6,3,Good,5,0,1,2
33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,1,1756,Highly Satisfied,Female,62,Involved,2,Sales Executive,Mid,Single,5147,10697,8,Y,No,15,Satisfied,Highly-Satisfied,80,0,13,2,Mid,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,1,1757,Highly Satisfied,Female,80,Involved,2,Sales Executive,Highly-Satisfied,Single,4507,8191,3,Y,No,12,Satisfied,Satisfied,80,0,8,1,Very-Good,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,1,1758,Low,Female,74,Involved,3,Sales Executive,Low,Single,8564,10092,2,Y,Yes,20,Highly-Satisfied,Satisfied,80,0,11,2,Mid,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,College,Medical,1,1760,Satisfied,Female,75,Medium,1,Laboratory Technician,Mid,Married,2468,15963,4,Y,No,14,Satisfied,Medium,80,1,9,4,Mid,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,Master,Marketing,1,1761,Low,Male,70,Involved,3,Sales Executive,Satisfied,Married,8161,19002,2,Y,No,13,Satisfied,Low,80,3,10,2,Good,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,1,1762,Highly Satisfied,Female,91,Medium,1,Research Scientist,Low,Divorced,2109,10007,1,Y,No,13,Satisfied,Satisfied,80,1,1,2,Good,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,1,1763,Satisfied,Male,58,Highly-Involved,2,Healthcare Representative,Satisfied,Married,5294,9128,3,Y,No,16,Satisfied,Satisfied,80,1,10,3,Good,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,1,1764,Medium,Male,65,Involved,1,Research Scientist,Mid,Single,2718,17674,2,Y,No,14,Satisfied,Medium,80,0,12,3,Good,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,1,1766,Medium,Male,60,Low,2,Healthcare Representative,Highly-Satisfied,Married,5811,24539,3,Y,Yes,16,Satisfied,Satisfied,80,1,15,2,Good,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,1,1767,Satisfied,Male,38,Medium,1,Research Scientist,Satisfied,Married,2437,15587,9,Y,Yes,16,Satisfied,Highly-Satisfied,80,1,6,4,Good,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,1,1768,Medium,Male,57,Involved,1,Laboratory Technician,Mid,Divorced,2766,8952,8,Y,No,22,Highly-Satisfied,Medium,80,3,7,6,Mid,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,Bachelor,Medical,1,1770,Satisfied,Male,60,Medium,5,Research Director,Low,Married,19038,19805,8,Y,No,12,Satisfied,Medium,80,3,34,2,Good,1,0,0,0
33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,1,1771,Highly Satisfied,Male,90,Involved,2,Research Scientist,Mid,Divorced,3055,6194,5,Y,No,15,Satisfied,Highly-Satisfied,80,2,11,2,Mid,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,1,1772,Satisfied,Male,94,Involved,1,Laboratory Technician,Low,Divorced,2289,20520,1,Y,No,20,Highly-Satisfied,Medium,80,2,5,2,Good,5,3,0,4
34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,1,1774,Highly Satisfied,Male,87,Involved,2,Sales Executive,Satisfied,Divorced,4001,12313,1,Y,Yes,14,Satisfied,Satisfied,80,1,15,3,Good,15,14,0,7
53,No,Non-Travel,661,Research & Development,1,Master,Medical,1,1775,Low,Female,60,Medium,4,Manufacturing Director,Satisfied,Married,12965,22308,4,Y,Yes,20,Highly-Satisfied,Highly-Satisfied,80,3,27,2,Mid,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,1,1778,Medium,Male,97,Involved,1,Human Resources,Highly-Satisfied,Single,3539,5033,0,Y,No,13,Satisfied,Medium,80,0,10,5,Good,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,1,1779,Highly Satisfied,Female,32,Low,2,Sales Executive,Highly-Satisfied,Single,6029,25353,5,Y,No,12,Satisfied,Low,80,0,6,3,Good,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,1,1780,Medium,Male,31,Involved,1,Sales Representative,Mid,Single,2679,4567,1,Y,No,13,Satisfied,Medium,80,0,1,3,Good,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,College,Other,1,1782,Highly Satisfied,Female,40,Medium,1,Laboratory Technician,Satisfied,Married,3702,16376,1,Y,No,11,Satisfied,Medium,80,1,5,3,Good,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,Medical,1,1783,Satisfied,Female,79,Involved,1,Laboratory Technician,Low,Married,2398,15999,1,Y,Yes,17,Satisfied,Satisfied,80,0,1,6,Good,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,Master,Marketing,1,1784,Low,Female,91,Medium,2,Sales Executive,Highly-Satisfied,Married,5468,13402,1,Y,No,14,Satisfied,Low,80,2,13,3,Good,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,Bachelor,Technical Degree,1,1786,Low,Female,53,Involved,3,Manager,Satisfied,Married,13116,22984,2,Y,No,11,Satisfied,Highly-Satisfied,80,0,15,2,Good,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,College,Marketing,1,1787,Medium,Male,46,Medium,2,Sales Executive,Mid,Married,4189,8800,1,Y,No,14,Satisfied,Low,80,2,5,2,Good,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,Master,Medical,1,1789,Satisfied,Male,46,Involved,5,Research Director,Highly-Satisfied,Divorced,19328,14218,7,Y,Yes,17,Satisfied,Satisfied,80,1,24,3,Good,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,1,1790,Highly Satisfied,Male,90,Involved,3,Healthcare Representative,Low,Married,8321,25949,7,Y,Yes,13,Satisfied,Highly-Satisfied,80,1,15,1,Good,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,1,1792,Satisfied,Male,99,Involved,1,Research Scientist,Mid,Divorced,2342,11092,1,Y,Yes,12,Satisfied,Satisfied,80,3,6,2,Mid,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8,College,Other,1,1794,Satisfied,Male,89,Involved,2,Human Resources,Mid,Divorced,4071,12832,2,Y,No,13,Satisfied,Satisfied,80,0,19,4,Mid,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,1,1797,Satisfied,Male,84,Involved,2,Sales Executive,Highly-Satisfied,Single,5813,13492,1,Y,Yes,18,Satisfied,Highly-Satisfied,80,0,10,2,Good,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,1,1798,Highly Satisfied,Male,90,Highly-Involved,1,Research Scientist,Low,Married,3143,6076,6,Y,No,19,Satisfied,Medium,80,1,14,1,Good,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,1,1799,Satisfied,Male,82,Involved,1,Research Scientist,Highly-Satisfied,Married,2044,5531,1,Y,No,11,Satisfied,Satisfied,80,1,5,6,Very-Good,5,3,0,3
39,No,Travel_Rarely,1253,Research & Development,10,Below College,Medical,1,1800,Satisfied,Male,65,Involved,3,Research Director,Satisfied,Single,13464,7914,7,Y,No,21,Highly-Satisfied,Satisfied,80,0,9,3,Good,4,3,2,2
46,No,Non-Travel,849,Sales,26,College,Life Sciences,1,1801,Medium,Male,98,Medium,2,Sales Executive,Mid,Single,7991,25166,8,Y,No,15,Satisfied,Satisfied,80,0,6,3,Good,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,College,Life Sciences,1,1802,Satisfied,Female,99,Involved,1,Laboratory Technician,Low,Married,3377,25605,4,Y,No,17,Satisfied,Highly-Satisfied,80,1,7,5,Mid,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,1,1803,Medium,Male,95,Highly-Involved,2,Healthcare Representative,Low,Married,5538,5696,5,Y,No,18,Satisfied,Satisfied,80,2,10,2,Mid,0,0,0,0
35,No,Non-Travel,1180,Research & Development,2,College,Medical,1,1804,Medium,Male,90,Involved,2,Manufacturing Director,Highly-Satisfied,Divorced,5762,24442,2,Y,No,14,Satisfied,Satisfied,80,1,15,6,Good,7,7,1,7
38,No,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,1,1805,Low,Male,100,Involved,1,Human Resources,Mid,Divorced,2592,7129,5,Y,No,13,Satisfied,Highly-Satisfied,80,3,13,3,Good,11,10,3,8
